date_id,date,branch_id,material_id,tons_sold,price_per_ton
72,2024-03-12,2,2,1.38,1004.59
72,2024-03-12,2,3,0.47,910.42
72,2024-03-12,3,1,2.5,1721.72
72,2024-03-12,3,2,0.48,1185.01
72,2024-03-12,3,3,0.53,929.62
73,2024-03-13,1,1,7.68,1655.63
73,2024-03-13,1,2,2.87,1359.9
73,2024-03-13,1,3,0.21,853.77
73,2024-03-13,2,1,5.17,1481.38
73,2024-03-13,2,2,0.19,1414.73
73,2024-03-13,2,3,0.74,814.93
73,2024-03-13,3,1,2.86,1961.68
73,2024-03-13,3,2,1.31,1224.54
73,2024-03-13,3,3,0.04,917.91
74,2024-03-14,1,1,4.54,1787.92
74,2024-03-14,1,2,2.93,1210.76
74,2024-03-14,1,3,0.05,940.26
74,2024-03-14,2,1,4.07,1975.31
74,2024-03-14,2,2,1.55,1047.54
74,2024-03-14,2,3,1.32,783.62
74,2024-03-14,3,1,4.19,1667.2
74,2024-03-14,3,2,0.49,1172.06
74,2024-03-14,3,3,0.72,990.85
75,2024-03-15,1,1,5.64,1778.75
75,2024-03-15,1,2,0.77,1376.26
75,2024-03-15,1,3,0.19,885.38
75,2024-03-15,2,1,3.08,1860.2
75,2024-03-15,2,2,1.29,1197.5
75,2024-03-15,2,3,1.3,883.84
75,2024-03-15,3,1,2.69,1715.32
75,2024-03-15,3,2,1.44,1288.06
75,2024-03-15,3,3,0.66,796.27
76,2024-03-16,1,1,6.65,1664.93
76,2024-03-16,1,2,2.98,1189.79
76,2024-03-16,1,3,0.39,842.57
76,2024-03-16,2,1,3.6,1834.99
76,2024-03-16,2,2,2.17,1330.19
76,2024-03-16,2,3,0.26,868.7
76,2024-03-16,3,1,1.55,1935.14
76,2024-03-16,3,2,0.91,1075.58
76,2024-03-16,3,3,0.54,776.71
77,2024-03-17,1,1,6.04,1608.96
77,2024-03-17,1,2,0.58,1241.52
77,2024-03-17,1,3,0.69,879.51
77,2024-03-17,2,1,1.05,1749.33
77,2024-03-17,2,2,0.06,1212.44
77,2024-03-17,2,3,1.28,906.01
77,2024-03-17,3,1,3.95,1723.53
77,2024-03-17,3,2,0.03,1224.48
77,2024-03-17,3,3,0.24,941.49
78,2024-03-18,1,1,3.9,1662.68
78,2024-03-18,1,2,0.34,1263.0
78,2024-03-18,1,3,0.44,860.4
78,2024-03-18,2,1,4.92,1789.2
78,2024-03-18,2,2,1.66,1392.9
78,2024-03-18,2,3,1.36,813.04
78,2024-03-18,3,1,1.71,1976.35
78,2024-03-18,3,2,0.16,1467.87
78,2024-03-18,3,3,0.42,980.72
79,2024-03-19,1,1,1.07,1761.81
79,2024-03-19,1,2,0.95,1285.3
79,2024-03-19,1,3,0.24,702.22
79,2024-03-19,2,1,4.69,1739.66
79,2024-03-19,2,2,0.25,1496.16
79,2024-03-19,2,3,0.63,1073.57
79,2024-03-19,3,1,3.02,1615.91
79,2024-03-19,3,2,0.66,1489.45
79,2024-03-19,3,3,0.33,841.81
80,2024-03-20,1,1,8.89,1591.42
80,2024-03-20,1,2,0.88,1415.68
80,2024-03-20,1,3,0.07,980.71
80,2024-03-20,2,1,0.91,1674.75
80,2024-03-20,2,2,0.84,1288.35
80,2024-03-20,2,3,0.05,936.35
80,2024-03-20,3,1,3.17,1793.21
80,2024-03-20,3,2,1.36,1357.57
80,2024-03-20,3,3,0.33,751.46
81,2024-03-21,1,1,6.98,1762.44
81,2024-03-21,1,2,2.92,1177.57
81,2024-03-21,1,3,1.63,933.59
81,2024-03-21,2,1,2.44,1600.78
81,2024-03-21,2,2,0.7,1401.18
81,2024-03-21,2,3,0.83,993.08
81,2024-03-21,3,1,1.8,1645.18
81,2024-03-21,3,2,0.81,1453.52
81,2024-03-21,3,3,0.5,861.18
82,2024-03-22,1,1,0.96,1646.84
82,2024-03-22,1,2,2.8,1354.37
82,2024-03-22,1,3,0.74,907.13
82,2024-03-22,2,1,4.1,1871.27
82,2024-03-22,2,2,1.41,1499.68
82,2024-03-22,2,3,1.36,806.87
82,2024-03-22,3,1,1.46,1931.8
82,2024-03-22,3,2,0.76,1284.16
82,2024-03-22,3,3,0.23,817.37
83,2024-03-23,1,1,4.76,1613.08
83,2024-03-23,1,2,1.65,1091.52
83,2024-03-23,1,3,1.09,919.86
83,2024-03-23,2,1,2.5,1790.98
83,2024-03-23,2,2,0.73,1068.44
83,2024-03-23,2,3,1.16,729.62
83,2024-03-23,3,1,1.53,1846.65
83,2024-03-23,3,2,0.56,1292.1
83,2024-03-23,3,3,0.18,875.18
84,2024-03-24,1,1,7.63,1733.73
84,2024-03-24,1,2,1.83,1274.98
84,2024-03-24,1,3,0.5,859.7
84,2024-03-24,2,1,1.08,1840.68
84,2024-03-24,2,2,2.27,1258.52
84,2024-03-24,2,3,0.63,856.1
84,2024-03-24,3,1,0.03,2042.88
84,2024-03-24,3,2,0.62,1275.75
84,2024-03-24,3,3,0.32,745.52
85,2024-03-25,1,1,0.06,1806.08
85,2024-03-25,1,2,0.73,1230.8
85,2024-03-25,1,3,0.43,937.68
85,2024-03-25,2,1,5.25,1811.36
85,2024-03-25,2,2,0.02,1307.56
85,2024-03-25,2,3,0.11,920.37
85,2024-03-25,3,1,0.92,1821.59
85,2024-03-25,3,2,0.58,1181.39
85,2024-03-25,3,3,0.67,1010.01
86,2024-03-26,1,1,7.68,1688.38
86,2024-03-26,1,2,2.29,1114.11
86,2024-03-26,1,3,0.91,1009.83
86,2024-03-26,2,1,0.67,1618.3
86,2024-03-26,2,2,1.48,1381.43
86,2024-03-26,2,3,0.63,899.35
86,2024-03-26,3,1,2.69,1842.09
86,2024-03-26,3,2,0.35,1361.41
86,2024-03-26,3,3,0.3,819.19
87,2024-03-27,1,1,3.03,1692.5
87,2024-03-27,1,2,0.22,1277.69
87,2024-03-27,1,3,0.64,975.14
87,2024-03-27,2,1,2.13,1553.29
87,2024-03-27,2,2,1.78,1498.91
87,2024-03-27,2,3,0.82,779.54
87,2024-03-27,3,1,1.95,2080.29
87,2024-03-27,3,2,0.44,1304.72
87,2024-03-27,3,3,0.17,917.11
88,2024-03-28,1,1,3.59,1609.6
88,2024-03-28,1,2,2.25,1430.65
88,2024-03-28,1,3,0.3,893.56
88,2024-03-28,2,1,2.89,1763.61
88,2024-03-28,2,2,0.3,1228.97
88,2024-03-28,2,3,0.7,940.0
88,2024-03-28,3,1,3.08,1509.76
88,2024-03-28,3,2,1.51,1245.7
88,2024-03-28,3,3,0.59,761.91
89,2024-03-29,1,1,6.92,2017.72
89,2024-03-29,1,2,1.35,1278.42
89,2024-03-29,1,3,0.86,721.85
89,2024-03-29,2,1,2.57,1849.07
89,2024-03-29,2,2,2.12,1225.82
89,2024-03-29,2,3,0.75,869.72
89,2024-03-29,3,1,3.7,2050.45
89,2024-03-29,3,2,0.81,1113.1
89,2024-03-29,3,3,0.51,892.11
90,2024-03-30,1,1,5.64,2091.07
90,2024-03-30,1,2,2.45,1116.51
90,2024-03-30,1,3,0.44,863.15
90,2024-03-30,2,1,3.61,1578.56
90,2024-03-30,2,2,2.2,1288.87
90,2024-03-30,2,3,1.24,757.8
90,2024-03-30,3,1,0.99,1790.85
90,2024-03-30,3,2,0.28,1394.12
90,2024-03-30,3,3,0.62,1016.81
91,2024-03-31,1,1,3.1,1895.78
91,2024-03-31,1,2,1.47,1274.59
91,2024-03-31,1,3,0.61,959.0
91,2024-03-31,2,1,0.52,1677.61
91,2024-03-31,2,2,1.66,1338.67
91,2024-03-31,2,3,0.11,1062.77
91,2024-03-31,3,1,3.06,1508.42
91,2024-03-31,3,2,1.24,1211.33
91,2024-03-31,3,3,0.29,869.14
92,2024-04-01,1,1,4.85,1819.38
92,2024-04-01,1,2,1.95,1324.91
92,2024-04-01,1,3,1.57,840.15
92,2024-04-01,2,1,0.64,2246.55
92,2024-04-01,2,2,0.08,1207.44
92,2024-04-01,2,3,1.3,1043.38
92,2024-04-01,3,1,1.86,1924.14
92,2024-04-01,3,2,1.28,1311.88
92,2024-04-01,3,3,0.24,906.72
93,2024-04-02,1,1,5.23,1886.31
93,2024-04-02,1,2,1.91,1424.45
93,2024-04-02,1,3,0.12,910.14
93,2024-04-02,2,1,6.06,1895.67
93,2024-04-02,2,2,1.23,1467.37
93,2024-04-02,2,3,0.7,1016.87
93,2024-04-02,3,1,1.73,1881.83
93,2024-04-02,3,2,1.38,1608.85
93,2024-04-02,3,3,0.3,862.94
94,2024-04-03,1,1,8.55,1592.14
94,2024-04-03,1,2,2.15,1357.89
94,2024-04-03,1,3,0.61,1069.05
94,2024-04-03,2,1,4.65,2213.52
94,2024-04-03,2,2,1.59,1152.53
94,2024-04-03,2,3,1.35,962.74
94,2024-04-03,3,1,5.05,2025.66
94,2024-04-03,3,2,0.69,1212.83
94,2024-04-03,3,3,0.38,1026.3
95,2024-04-04,1,1,9.17,1939.39
95,2024-04-04,1,2,0.45,1593.79
95,2024-04-04,1,3,1.11,823.56
95,2024-04-04,2,1,4.5,1584.38
95,2024-04-04,2,2,2.14,1303.5
95,2024-04-04,2,3,1.09,963.39
95,2024-04-04,3,1,1.64,1675.48
95,2024-04-04,3,2,1.52,1447.4
95,2024-04-04,3,3,0.38,919.49
96,2024-04-05,1,1,0.71,1757.05
96,2024-04-05,1,2,1.83,1606.75
96,2024-04-05,1,3,0.41,987.1
96,2024-04-05,2,1,2.58,1774.14
96,2024-04-05,2,2,1.83,1133.48
96,2024-04-05,2,3,1.34,1094.1
96,2024-04-05,3,1,2.81,1823.81
96,2024-04-05,3,2,1.3,1260.64
96,2024-04-05,3,3,0.21,924.46
97,2024-04-06,1,1,7.08,1852.11
97,2024-04-06,1,2,1.1,1158.05
97,2024-04-06,1,3,1.49,1053.98
97,2024-04-06,2,1,0.27,1793.64
97,2024-04-06,2,2,0.83,1109.45
97,2024-04-06,2,3,1.31,1042.66
97,2024-04-06,3,1,1.14,1749.61
97,2024-04-06,3,2,0.31,1412.84
97,2024-04-06,3,3,0.48,957.46
98,2024-04-07,1,1,2.82,1777.68
98,2024-04-07,1,2,0.77,1313.58
98,2024-04-07,1,3,1.13,1023.8
98,2024-04-07,2,1,5.81,1807.07
98,2024-04-07,2,2,2.28,1170.36
98,2024-04-07,2,3,1.44,827.51
98,2024-04-07,3,1,2.28,1604.04
98,2024-04-07,3,2,0.76,1268.61
98,2024-04-07,3,3,0.57,1096.03
99,2024-04-08,1,1,4.68,1575.16
99,2024-04-08,1,2,0.69,1417.64
99,2024-04-08,1,3,1.54,848.62
99,2024-04-08,2,1,1.96,1971.49
99,2024-04-08,2,2,1.27,1295.84
99,2024-04-08,2,3,0.98,926.96
99,2024-04-08,3,1,2.03,1749.03
99,2024-04-08,3,2,0.22,1441.07
99,2024-04-08,3,3,0.19,1013.96
100,2024-04-09,1,1,1.63,1822.63
100,2024-04-09,1,2,3.04,1464.46
100,2024-04-09,1,3,0.8,881.15
100,2024-04-09,2,1,2.47,1745.1
100,2024-04-09,2,2,0.57,1264.5
100,2024-04-09,2,3,0.25,947.62
100,2024-04-09,3,1,0.84,1938.1
100,2024-04-09,3,2,0.15,1495.89
100,2024-04-09,3,3,0.32,864.72
101,2024-04-10,1,1,7.42,1966.26
101,2024-04-10,1,2,0.37,1316.26
101,2024-04-10,1,3,1.29,925.26
101,2024-04-10,2,1,5.11,1778.61
101,2024-04-10,2,2,1.42,1352.75
101,2024-04-10,2,3,0.71,1031.1
101,2024-04-10,3,1,3.8,1822.17
101,2024-04-10,3,2,0.28,1298.35
101,2024-04-10,3,3,0.26,950.43
102,2024-04-11,1,1,3.73,2133.68
102,2024-04-11,1,2,3.09,1141.4
102,2024-04-11,1,3,0.31,804.67
102,2024-04-11,2,1,3.06,1537.76
102,2024-04-11,2,2,1.64,1188.89
102,2024-04-11,2,3,1.16,903.45
102,2024-04-11,3,1,3.0,2036.12
102,2024-04-11,3,2,1.63,1321.61
102,2024-04-11,3,3,0.34,902.88
103,2024-04-12,1,1,1.94,2110.0
103,2024-04-12,1,2,2.82,1466.31
103,2024-04-12,1,3,1.29,1111.62
103,2024-04-12,2,1,1.47,1702.95
103,2024-04-12,2,2,0.4,1214.23
103,2024-04-12,2,3,0.99,863.57
103,2024-04-12,3,1,0.79,1859.7
103,2024-04-12,3,2,0.35,1250.3
103,2024-04-12,3,3,0.68,922.03
104,2024-04-13,1,1,0.67,1854.11
104,2024-04-13,1,2,3.3,1337.82
104,2024-04-13,1,3,1.49,818.79
104,2024-04-13,2,1,3.21,1706.63
104,2024-04-13,2,2,0.65,1354.95
104,2024-04-13,2,3,0.25,949.79
104,2024-04-13,3,1,0.52,1904.8
104,2024-04-13,3,2,1.31,1486.28
104,2024-04-13,3,3,0.47,860.9
105,2024-04-14,1,1,9.55,1932.53
105,2024-04-14,1,2,0.15,1394.26
105,2024-04-14,1,3,0.29,936.76
105,2024-04-14,2,1,2.31,1682.28
105,2024-04-14,2,2,0.81,1157.06
105,2024-04-14,2,3,0.73,831.75
105,2024-04-14,3,1,2.71,1875.84
105,2024-04-14,3,2,0.58,1234.01
105,2024-04-14,3,3,0.3,742.8
106,2024-04-15,1,1,8.04,1777.84
106,2024-04-15,1,2,0.31,1399.96
106,2024-04-15,1,3,1.03,922.9
106,2024-04-15,2,1,2.79,1873.23
106,2024-04-15,2,2,0.67,1138.25
106,2024-04-15,2,3,0.46,932.23
106,2024-04-15,3,1,2.37,1866.49
106,2024-04-15,3,2,1.54,1202.92
106,2024-04-15,3,3,0.74,808.95
107,2024-04-16,1,1,7.85,2194.02
107,2024-04-16,1,2,0.42,1501.9
107,2024-04-16,1,3,0.92,959.17
107,2024-04-16,2,1,1.55,1677.64
107,2024-04-16,2,2,1.46,1370.74
107,2024-04-16,2,3,1.32,979.07
107,2024-04-16,3,1,4.74,1940.13
107,2024-04-16,3,2,0.05,1215.84
107,2024-04-16,3,3,0.36,1000.53
108,2024-04-17,1,1,7.83,1977.05
108,2024-04-17,1,2,0.93,1371.33
108,2024-04-17,1,3,1.56,977.32
108,2024-04-17,2,1,2.23,1863.51
108,2024-04-17,2,2,1.19,1327.68
108,2024-04-17,2,3,1.28,977.21
108,2024-04-17,3,1,2.06,2023.6
108,2024-04-17,3,2,1.64,1272.65
108,2024-04-17,3,3,0.56,1116.27
109,2024-04-18,1,1,4.3,1926.48
109,2024-04-18,1,2,2.68,1306.1
109,2024-04-18,1,3,0.56,984.49
109,2024-04-18,2,1,1.43,1776.39
109,2024-04-18,2,2,2.22,1298.04
109,2024-04-18,2,3,0.77,922.37
109,2024-04-18,3,1,2.97,1850.23
109,2024-04-18,3,2,0.1,1340.73
109,2024-04-18,3,3,0.24,865.33
110,2024-04-19,1,1,4.43,1653.88
110,2024-04-19,1,2,1.35,1301.11
110,2024-04-19,1,3,0.6,845.68
110,2024-04-19,2,1,0.75,1931.77
110,2024-04-19,2,2,0.15,1253.97
110,2024-04-19,2,3,0.97,891.66
110,2024-04-19,3,1,3.02,1804.37
110,2024-04-19,3,2,0.31,1228.46
110,2024-04-19,3,3,0.38,868.72
111,2024-04-20,1,1,1.11,1982.14
111,2024-04-20,1,2,2.06,1209.09
111,2024-04-20,1,3,0.94,876.44
111,2024-04-20,2,1,4.1,2202.11
111,2024-04-20,2,2,1.83,1134.89
111,2024-04-20,2,3,1.18,920.48
111,2024-04-20,3,1,1.53,1637.78
111,2024-04-20,3,2,0.07,1492.44
111,2024-04-20,3,3,0.2,776.82
112,2024-04-21,1,1,5.6,2117.53
112,2024-04-21,1,2,1.52,1474.66
112,2024-04-21,1,3,1.21,925.11
112,2024-04-21,2,1,4.08,1753.05
112,2024-04-21,2,2,1.91,1313.1
112,2024-04-21,2,3,0.53,797.27
112,2024-04-21,3,1,0.68,2113.83
112,2024-04-21,3,2,0.55,1186.46
112,2024-04-21,3,3,0.27,917.41
113,2024-04-22,1,1,6.69,2024.3
113,2024-04-22,1,2,3.17,1621.44
113,2024-04-22,1,3,0.0,966.69
113,2024-04-22,2,1,4.92,1791.15
113,2024-04-22,2,2,0.21,1598.7
113,2024-04-22,2,3,0.33,805.78
113,2024-04-22,3,1,0.12,2007.86
113,2024-04-22,3,2,0.59,1337.66
113,2024-04-22,3,3,0.57,883.48
114,2024-04-23,1,1,5.42,2084.65
114,2024-04-23,1,2,1.15,1257.6
114,2024-04-23,1,3,1.67,829.53
114,2024-04-23,2,1,1.41,1637.87
114,2024-04-23,2,2,0.5,1090.78
114,2024-04-23,2,3,1.07,994.38
114,2024-04-23,3,1,3.15,1853.59
114,2024-04-23,3,2,1.29,1228.99
114,2024-04-23,3,3,0.71,1059.74
115,2024-04-24,1,1,8.24,1824.94
115,2024-04-24,1,2,0.48,1273.45
115,2024-04-24,1,3,0.76,1017.21
115,2024-04-24,2,1,2.14,2092.18
115,2024-04-24,2,2,2.29,1560.83
115,2024-04-24,2,3,0.27,910.63
115,2024-04-24,3,1,0.53,1983.02
115,2024-04-24,3,2,0.22,1241.47
115,2024-04-24,3,3,0.09,868.21
116,2024-04-25,1,1,1.49,1822.71
116,2024-04-25,1,2,2.14,1328.42
116,2024-04-25,1,3,1.84,851.85
116,2024-04-25,2,1,3.05,1798.53
116,2024-04-25,2,2,0.06,1645.65
116,2024-04-25,2,3,1.08,875.5
116,2024-04-25,3,1,3.09,1906.96
116,2024-04-25,3,2,1.8,1272.63
116,2024-04-25,3,3,0.85,863.87
117,2024-04-26,1,1,8.59,1817.0
117,2024-04-26,1,2,1.75,1141.72
117,2024-04-26,1,3,1.35,764.42
117,2024-04-26,2,1,4.13,2034.65
117,2024-04-26,2,2,0.8,1397.87
117,2024-04-26,2,3,0.26,844.48
117,2024-04-26,3,1,2.99,1984.37
117,2024-04-26,3,2,1.51,1579.48
117,2024-04-26,3,3,0.02,1036.91
118,2024-04-27,1,1,3.91,1782.23
118,2024-04-27,1,2,0.67,1455.92
118,2024-04-27,1,3,0.76,961.1
118,2024-04-27,2,1,3.97,2163.54
118,2024-04-27,2,2,1.39,1270.51
118,2024-04-27,2,3,1.25,923.63
118,2024-04-27,3,1,1.73,1976.91
118,2024-04-27,3,2,1.73,1450.12
118,2024-04-27,3,3,0.06,788.92
119,2024-04-28,1,1,2.34,1591.29
119,2024-04-28,1,2,1.23,1066.84
119,2024-04-28,1,3,0.69,1035.86
119,2024-04-28,2,1,4.37,1921.61
119,2024-04-28,2,2,0.23,1183.82
119,2024-04-28,2,3,0.13,948.9
119,2024-04-28,3,1,2.67,1964.14
119,2024-04-28,3,2,1.14,1344.21
119,2024-04-28,3,3,0.26,784.96
120,2024-04-29,1,1,2.91,1872.92
120,2024-04-29,1,2,1.28,1153.8
120,2024-04-29,1,3,0.99,1012.4
120,2024-04-29,2,1,2.48,1580.23
120,2024-04-29,2,2,0.16,1440.03
120,2024-04-29,2,3,0.34,977.72
120,2024-04-29,3,1,0.13,1737.98
120,2024-04-29,3,2,0.33,1134.88
120,2024-04-29,3,3,0.46,1037.13
121,2024-04-30,1,1,7.38,1607.79
121,2024-04-30,1,2,2.76,1094.28
121,2024-04-30,1,3,1.34,1033.21
121,2024-04-30,2,1,4.72,2011.75
121,2024-04-30,2,2,0.41,1320.51
121,2024-04-30,2,3,0.72,971.27
121,2024-04-30,3,1,2.13,1774.19
121,2024-04-30,3,2,0.41,1300.66
121,2024-04-30,3,3,0.06,1099.0
122,2024-05-01,1,1,4.28,1639.35
122,2024-05-01,1,2,2.36,1424.97
122,2024-05-01,1,3,1.47,966.31
122,2024-05-01,2,1,0.19,1951.54
122,2024-05-01,2,2,1.12,1211.95
122,2024-05-01,2,3,1.46,1040.31
122,2024-05-01,3,1,2.28,2142.3
122,2024-05-01,3,2,0.66,1315.49
122,2024-05-01,3,3,0.5,811.76
123,2024-05-02,1,1,3.69,1994.79
123,2024-05-02,1,2,1.34,1156.28
123,2024-05-02,1,3,0.89,1059.04
123,2024-05-02,2,1,2.76,2284.55
123,2024-05-02,2,2,1.45,1586.95
123,2024-05-02,2,3,0.0,1111.04
123,2024-05-02,3,1,0.98,1996.18
123,2024-05-02,3,2,1.07,1258.43
123,2024-05-02,3,3,0.36,1003.94
124,2024-05-03,1,1,8.54,1845.21
124,2024-05-03,1,2,3.28,1231.77
124,2024-05-03,1,3,1.3,1012.37
124,2024-05-03,2,1,4.28,1903.85
124,2024-05-03,2,2,1.57,1398.56
124,2024-05-03,2,3,1.11,994.14
124,2024-05-03,3,1,1.43,1982.49
124,2024-05-03,3,2,1.55,1535.34
124,2024-05-03,3,3,0.18,954.39
125,2024-05-04,1,1,5.8,2064.79
125,2024-05-04,1,2,3.18,1439.11
125,2024-05-04,1,3,1.4,925.58
125,2024-05-04,2,1,1.71,1906.63
125,2024-05-04,2,2,0.11,1404.53
125,2024-05-04,2,3,0.28,1040.96
125,2024-05-04,3,1,1.56,1970.04
125,2024-05-04,3,2,0.35,1485.22
125,2024-05-04,3,3,0.28,1163.63
126,2024-05-05,1,1,0.57,1900.56
126,2024-05-05,1,2,1.39,1653.07
126,2024-05-05,1,3,1.08,942.41
126,2024-05-05,2,1,4.38,1823.42
126,2024-05-05,2,2,1.57,1475.8
126,2024-05-05,2,3,0.61,955.17
126,2024-05-05,3,1,0.95,2195.38
126,2024-05-05,3,2,0.77,1281.22
126,2024-05-05,3,3,0.38,803.77
127,2024-05-06,1,1,7.91,1823.27
127,2024-05-06,1,2,2.57,1679.49
127,2024-05-06,1,3,0.77,800.45
127,2024-05-06,2,1,1.56,1888.31
127,2024-05-06,2,2,0.41,1381.78
127,2024-05-06,2,3,1.21,900.71
127,2024-05-06,3,1,0.21,1768.99
127,2024-05-06,3,2,1.12,1216.26
127,2024-05-06,3,3,0.55,1017.26
128,2024-05-07,1,1,0.44,1699.52
128,2024-05-07,1,2,2.46,1451.91
128,2024-05-07,1,3,0.06,921.08
128,2024-05-07,2,1,0.59,2150.51
128,2024-05-07,2,2,1.79,1441.66
128,2024-05-07,2,3,1.08,889.68
128,2024-05-07,3,1,1.46,1584.58
128,2024-05-07,3,2,1.14,1472.53
128,2024-05-07,3,3,0.6,1052.53
129,2024-05-08,1,1,2.51,1863.72
129,2024-05-08,1,2,3.23,1562.43
129,2024-05-08,1,3,0.03,978.69
129,2024-05-08,2,1,5.62,1843.4
129,2024-05-08,2,2,0.72,1592.48
129,2024-05-08,2,3,0.31,902.83
129,2024-05-08,3,1,1.16,1827.87
129,2024-05-08,3,2,0.3,1142.98
129,2024-05-08,3,3,0.26,950.47
130,2024-05-09,1,1,6.67,1720.3
130,2024-05-09,1,2,2.06,1366.9
130,2024-05-09,1,3,0.82,881.27
130,2024-05-09,2,1,3.51,1873.55
130,2024-05-09,2,2,2.59,1482.16
130,2024-05-09,2,3,0.3,894.98
130,2024-05-09,3,1,2.59,2139.84
130,2024-05-09,3,2,1.05,1353.75
130,2024-05-09,3,3,0.04,1006.01
131,2024-05-10,1,1,0.35,2232.34
131,2024-05-10,1,2,0.53,1671.91
131,2024-05-10,1,3,1.33,856.68
131,2024-05-10,2,1,2.92,2060.06
131,2024-05-10,2,2,1.84,1340.18
131,2024-05-10,2,3,0.47,926.6
131,2024-05-10,3,1,1.38,1857.66
131,2024-05-10,3,2,0.13,1365.51
131,2024-05-10,3,3,0.36,909.09
132,2024-05-11,1,1,2.15,1972.22
132,2024-05-11,1,2,2.12,1302.72
132,2024-05-11,1,3,0.51,1072.12
132,2024-05-11,2,1,1.23,2202.41
132,2024-05-11,2,2,0.36,1497.2
132,2024-05-11,2,3,1.59,1172.32
132,2024-05-11,3,1,3.72,1886.96
132,2024-05-11,3,2,1.0,1351.76
132,2024-05-11,3,3,0.8,879.13
133,2024-05-12,1,1,5.76,2204.82
133,2024-05-12,1,2,3.26,1461.74
133,2024-05-12,1,3,1.26,896.14
133,2024-05-12,2,1,4.62,1946.31
133,2024-05-12,2,2,1.3,1645.86
133,2024-05-12,2,3,0.71,889.52
133,2024-05-12,3,1,3.14,1694.36
133,2024-05-12,3,2,0.03,1382.11
133,2024-05-12,3,3,0.11,1081.25
134,2024-05-13,1,1,0.24,1807.63
134,2024-05-13,1,2,1.88,1344.75
134,2024-05-13,1,3,0.84,1023.02
134,2024-05-13,2,1,4.98,1783.82
134,2024-05-13,2,2,0.31,1528.94
134,2024-05-13,2,3,0.46,1019.32
134,2024-05-13,3,1,2.67,1932.03
134,2024-05-13,3,2,1.29,1347.62
134,2024-05-13,3,3,0.77,903.9
135,2024-05-14,1,1,9.25,1891.74
135,2024-05-14,1,2,2.24,1202.6
135,2024-05-14,1,3,0.42,1079.58
135,2024-05-14,2,1,4.07,2075.02
135,2024-05-14,2,2,1.42,1411.38
135,2024-05-14,2,3,0.4,999.72
135,2024-05-14,3,1,1.43,1616.06
135,2024-05-14,3,2,0.76,1482.82
135,2024-05-14,3,3,0.41,938.81
136,2024-05-15,1,1,7.08,2081.85
136,2024-05-15,1,2,3.49,1354.86
136,2024-05-15,1,3,0.38,903.97
136,2024-05-15,2,1,0.19,2046.09
136,2024-05-15,2,2,0.62,1559.02
136,2024-05-15,2,3,1.45,980.72
136,2024-05-15,3,1,0.8,1923.83
136,2024-05-15,3,2,1.33,1308.53
136,2024-05-15,3,3,0.11,852.2
137,2024-05-16,1,1,3.21,2025.97
137,2024-05-16,1,2,0.92,1422.7
137,2024-05-16,1,3,1.43,1042.6
137,2024-05-16,2,1,1.22,1914.0
137,2024-05-16,2,2,0.98,1622.44
137,2024-05-16,2,3,0.91,1069.12
137,2024-05-16,3,1,2.63,1622.49
137,2024-05-16,3,2,1.41,1176.24
137,2024-05-16,3,3,0.69,884.81
138,2024-05-17,1,1,5.35,2298.01
138,2024-05-17,1,2,0.14,1400.28
138,2024-05-17,1,3,0.7,939.25
138,2024-05-17,2,1,4.99,1708.28
138,2024-05-17,2,2,1.18,1339.33
138,2024-05-17,2,3,0.6,1162.72
138,2024-05-17,3,1,0.8,2046.68
138,2024-05-17,3,2,1.8,1271.94
138,2024-05-17,3,3,0.08,895.8
139,2024-05-18,1,1,3.34,1892.96
139,2024-05-18,1,2,0.74,1398.15
139,2024-05-18,1,3,1.74,1132.19
139,2024-05-18,2,1,4.76,1836.17
139,2024-05-18,2,2,1.93,1561.74
139,2024-05-18,2,3,0.93,892.7
139,2024-05-18,3,1,3.41,2333.69
139,2024-05-18,3,2,0.21,1489.65
139,2024-05-18,3,3,0.4,1043.88
140,2024-05-19,1,1,3.32,2221.73
140,2024-05-19,1,2,0.98,1356.67
140,2024-05-19,1,3,0.31,1080.38
140,2024-05-19,2,1,1.26,1960.72
140,2024-05-19,2,2,1.3,1603.62
140,2024-05-19,2,3,1.23,965.63
140,2024-05-19,3,1,4.73,2025.1
140,2024-05-19,3,2,0.12,1530.97
140,2024-05-19,3,3,0.09,843.27
141,2024-05-20,1,1,3.98,1569.36
141,2024-05-20,1,2,1.75,1587.09
141,2024-05-20,1,3,1.56,1053.68
141,2024-05-20,2,1,2.48,2183.9
141,2024-05-20,2,2,0.61,1439.76
141,2024-05-20,2,3,0.46,1005.64
141,2024-05-20,3,1,4.63,1903.48
141,2024-05-20,3,2,1.55,1506.16
141,2024-05-20,3,3,0.78,1045.75
142,2024-05-21,1,1,0.95,1921.24
142,2024-05-21,1,2,3.26,1554.53
142,2024-05-21,1,3,0.86,995.87
142,2024-05-21,2,1,2.79,1902.04
142,2024-05-21,2,2,0.62,1497.82
142,2024-05-21,2,3,0.54,859.1
142,2024-05-21,3,1,1.2,2133.68
142,2024-05-21,3,2,0.42,1289.65
142,2024-05-21,3,3,0.04,1105.43
143,2024-05-22,1,1,3.68,1631.75
143,2024-05-22,1,2,0.82,1313.37
143,2024-05-22,1,3,1.83,987.85
143,2024-05-22,2,1,4.85,1987.24
143,2024-05-22,2,2,2.45,1493.55
143,2024-05-22,2,3,1.54,994.07
143,2024-05-22,3,1,2.28,2237.08
